W00201000386,IDP000038627,25 May 2015,(PA) Dihapuskan - Piutang Lunas,50.2318,24-Jun-10,5-Feb-10,12-Jun-09,"2008-181216 11 Jul 2008 JP
",B22D 18/04,"1) NICHIAS CORPORATION
2) TOYOTA JIDOSHA KABUSHIKI KAISHA"
P00201708112,IDP000063592,15 Oct 2019,(PA) Diberi Paten,2018/05470,25-May-18,15-Nov-17,20-Apr-15,"- - -
","F02D 13/02,F02D 35/02,F02D 41/00,F02D 41/02,F02D 41/04,F02D 41/06,F02D 41/30,F02D 41/34","NISSAN MOTOR CO., LTD."
P00201705607,IDP000058478,08 May 2019,(PA) Diberi Paten,2018/02299,9-Mar-18,23-Aug-17,24-Feb-15,"- - -
","B22D 18/04,B22D 18/06","NISSAN MOTOR CO., LTD."
PID201905358,,13 Dec 2016,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05163,19-Jul-19,,-,"- - -
","F02D 15/02,F02B 75/32","NISSAN MOTOR CO., LTD."
P00201708111,IDP000062895,26 Sep 2019,(PA) Diberi Paten,2018/05393,25-May-18,15-Nov-17,16-Apr-15,"- - -
","F02D 13/02,F02D 41/10,F02D 43/00,F02P 5/15","NISSAN MOTOR CO., LTD."
P00201904956,,20 Nov 2017,(PA) Pelayanan Teknis,2019/07332,11-Oct-19,,-,"1661522 25 Nov 2016 FR
","H02K 3/51,H02K 9/193","NISSAN MOTOR CO., LTD"
W00201301739,IDP000051699,09 Jul 2018,(PA) Diberi Paten,2013/04430,28-Nov-13,24-Apr-13,27-Jul-11,"2010-223845 01 Oct 2010 JP
",B60K 1/04,"NISSAN MOTOR CO., LTD."
W00201305910,,18 Dec 2013,(PA) Ditarik Kembali oleh Pemohon,2015/03588,14-Aug-15,,-,"2011-116671 25 May 2011 JP
",H01M 4/38,"NISSAN MOTOR CO., LTD."
W00201302086,,15 May 2013,(PA) Ditarik Kembali oleh Pemohon,2016/02024,25-Mar-16,,-,"2010-236305 21 Oct 2010 JP
",H01M 8/04,"NISSAN MOTOR CO., LTD."
P00201708011,IDP000063639,16 Oct 2019,(PA) Diberi Paten,2018/05756,31-May-18,14-Apr-15,14-Apr-15,"- - -
",F16H 61/02,"NISSAN MOTOR CO., LTD."
P00201708107,IDP000062091,02 Sep 2019,(PA) Diberi Paten,2018/05827,8-Jun-18,15-Nov-17,20-Apr-15,"- - -
","H02P 27/08,H02P 6/08","NISSAN MOTOR CO., LTD."
W00201301742,IDP000038820,17 Jun 2015,(PA) SP3N,2013/04351,28-Nov-13,24-Apr-13,30-Sep-11,"2010-228568 08 Oct 2010 JP
","B60R 19/18,B60R 19/48","NISSAN MOTOR CO., LTD."
W00201302196,IDP000044568,27 Feb 2017,(PA) Diberi Paten,2016/02120,25-Mar-16,22-May-13,29-Sep-11,"2010-253851 12 Nov 2010 JP
","H01F 27/42,H02J 17/00,H02J 5/00,H04B 5/00","NISSAN MOTOR CO., LTD."
W00201302197,,22 Nov 2013,(PA) Ditarik Kembali oleh Pemohon,2015/03624,21-Aug-15,,-,"2011-185051 26 Aug 2011 JP
","H01M 10/04,H01M 2/02,H01M 2/36","NISSAN MOTOR CO., LTD."
P00201904201,IDP000069946,23 Jul 2020,(PA) Diberi Paten,2019/04622,28-Jun-19,1-Nov-16,1-Nov-16,"- - -
",H02P 29/64,"NISSAN MOTOR CO., LTD."
P00201904954,IDP000072875,17 Nov 2020,(PA) Pembuatan Sertifikat,2019/05078,12-Jul-19,30-Nov-16,30-Nov-16,"- - -
",G01C 21/34,"NISSAN MOTOR CO., LTD."
P00201708013,IDP000065383,12 Dec 2019,(PA) Diberi Paten,2018/05737,31-May-18,13-Nov-17,8-Apr-16,"PCT/JP2015/061470 14 Apr 2015 JP
",F16H 61/02,"NISSAN MOTOR CO., LTD."
W00201301326,IDP000038718,26 May 2015,(PA) Dihapuskan,2014/00321,6-Feb-14,27-Mar-13,15-Jun-12,"2011-142586 28 Jun 2011 JP
","B21H 1/04,H02K 15/02","NISSAN MOTOR CO., LTD."
W00201301980,IDP000051722,09 Jul 2018,(PA) Masa Tenggang Dihapuskan,2013/04771,12-Dec-13,8-May-13,12-Oct-11,"2010-241796 28 Oct 2010 JP
","B60W 10/02,B60W 20/00","NISSAN MOTOR CO., LTD"
W00201302826,IDP000041356,20 May 2016,(PA) Diberi Paten,2013/04647,12-Dec-13,21-Jun-13,27-Dec-11,"2010-290138 27 Dec 2010 JP
","F02D 29/02,F02D 41/06,F02D 45/00,F02N 11/08","NISSAN MOTOR CO., LTD."
W00201302906,IDP000054696,26 Nov 2018,(PA) Diberi Paten,2015/05633,21-Dec-15,26-Jun-13,7-Dec-11,"2011-231602 21 Oct 2011 JP
","B21D 43/22,H02K 15/00","NISSAN MOTOR CO., LTD."
W00201305472,,22 Nov 2013,(PA) Ditarik Kembali oleh Pemohon,2015/03624,21-Aug-15,,-,"2011-185051 26 Aug 2011 JP
","H01M 10/04,H01M 2/02,H01M 2/36","NISSAN MOTOR CO., LTD."
W00201301979,,08 May 2013,(PA) Dianggap Ditarik Kembali (Direktur),2013/04534,28-Nov-13,,-,"2010-251648 10 Nov 2010 JP
",B60L 3/00,"NISSAN MOTOR CO., LTD."
W00201301327,IDP000041796,12 May 2016,(PA) Diberi Paten,2014/00060,23-Jan-14,27-Mar-13,6-Mar-12,"2011-100747 28 Apr 2011 JP
","B01D 53/94,B01J 23/58,F01N 3/10","NISSAN MOTOR CO., LTD."
W00201301329,IDP000038765,28 May 2015,(PA) Diberi Paten,2014/00359,20-Feb-14,27-Mar-13,9-Aug-11,"2010-195252 01 Sep 2010 JP
",F02D 41/06,"NISSAN MOTOR CO., LTD."
W00201300936,,01 Mar 2013,(PA) Persetujuan Direktur untuk Dianggap Ditarik Kembali,2013/04824,2-Jan-14,,-,"2010-195792 01 Sep 2010 JP
","H01M 10/04,H01M 10/44,H01M 10/48,H01M 2/26,H01M 2/30","NISSAN MOTOR CO., LTD."
W00201304910,IDP000062508,16 Sep 2019,(PA) Diberi Paten,2014/03124,28-Aug-14,23-Oct-13,20-Feb-12,"2011-096674 25 Apr 2011 JP
",B60C 23/02,"NISSAN MOTOR CO., LTD."
W00201304977,,25 Oct 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/02276,3-Jul-14,,-,"2011-085788 07 Apr 2011 JP
","B32B 37/16,H01M 10/04","NISSAN MOTOR CO., LTD."
W00201300567,IDP000037614,08 Jan 2015,(PA) Masa Tenggang Dihapuskan,2013/02926,25-Jul-13,8-Feb-13,5-Jul-11,"2010-171325 30 Jul 2010 JP
","B60K 35/00,F02D 45/00","NISSAN MOTOR CO., LTD."
W00201302984,IDP000041433,07 Jun 2016,(PA) Diberi Paten,2014/00687,20-Mar-14,28-Jun-13,9-Nov-11,"2010-275638 10 Dec 2010 JP
",H01M 10/48,"NISSAN MOTOR CO., LTD."
W00201303512,IDP000041070,25 May 2016,(PA) Diberi Paten,2014/04643,27-Nov-14,29-Jul-13,11-Apr-12,"2011-088726 13 Apr 2011 JP
","G06K 9/00,G06T 1/00,G08G 1/16","NISSAN MOTOR CO., LTD."
W00201300008,IDP000042236,12 Aug 2016,(PA) Diberi Paten,2015/00429,13-Feb-15,2-Jan-13,27-May-11,"2010-129659 07 Jun 2010 JP
",B60J 1/00,"NISSAN MOTOR CO., LTD."
W00201300034,,04 Jan 2013,(PA) Ditarik Kembali oleh Pemohon,2013/02283,27-Jun-13,,-,"2010-129620 07 Jun 2010 JP
",B60K 26/04,"NISSAN MOTOR CO., LTD."
W00201304974,,25 Oct 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/02251,3-Jul-14,,-,"2011-085741 07 Apr 2011 JP
",H01M 4/04,"NISSAN MOTOR CO., LTD."
W00201303571,IDP000049588,13 Feb 2018,(PA) Dihapuskan,2014/01326,5-Jun-14,31-Jul-13,16-Dec-11,"2011-009601 20 Jan 2011 JP
","F02D 11/10,F02D 29/02","NISSAN MOTOR CO., LTD."
W00201304978,,25 Oct 2013,(PA) Ditarik Kembali oleh Pemohon,2015/05706,21-Dec-15,,-,"2011-085738 07 Apr 2011 JP
","B65H 29/24,B65H 37/04,H01M 2/14","NISSAN MOTOR CO., LTD."
W00201300585,,11 Feb 2013,(PA) Dianggap Ditarik Kembali (Formalitas),2013/02635,25-Jul-13,,-,"2010-158419 13 Jul 2010 JP
",H02M 7/48,"NISSAN MOTOR CO., LTD."
W00201302199,,22 May 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/00356,20-Feb-14,,-,"2010-264123 26 Nov 2010 JP
",H01M 4/38,"NISSAN MOTOR CO., LTD."
W00201300073,,07 Jan 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2016/00865,7-Mar-16,,-,"2010-132028 09 Jun 2010 JP
",B60R 21/00,"NISSAN MOTOR CO., LTD."
W00201302907,IDP000041574,12 Apr 2016,(PA) Diberi Paten,2014/00140,23-Jan-14,26-Jun-13,16-Nov-11,"2010-290133 27 Dec 2010 JP
","B60L 11/18,H01M 10/42,H02J 7/00","NISSAN MOTOR CO., LTD."
W00201301738,IDP000044766,01 Mar 2017,(PA) Diberi Paten,2013/04386,28-Nov-13,24-Apr-13,30-Sep-11,"2011-069127 28 Mar 2011 JP
","A47C 7/02,A47C 7/46,B60N 2/20","NISSAN MOTOR CO., LTD."
W00201301741,IDP000041323,16 May 2016,(PA) Diberi Paten,2013/04223,14-Nov-13,24-Apr-13,27-Jul-11,"2010-223796 01 Oct 2010 JP
","B60K 1/04,B60L 11/18,H01R 13/44,H02G 3/14","NISSAN MOTOR CO., LTD."
W00201302198,IDP000041423,07 Jun 2016,(PA) Penghapusan,2014/00383,20-Feb-14,22-May-13,5-Oct-11,"2010-260694 23 Nov 2010 JP
","H01H 31/24,H01H 85/02","NISSAN MOTOR CO., LTD."
W00201301740,IDP000044170,20 Jan 2017,(PA) Diberi Paten,2013/04924,2-Jan-14,24-Apr-13,27-Jul-11,"2010-223847 01 Oct 2010 JP
","B60K 1/04,H02G 3/14","NISSAN MOTOR CO., LTD."
W00201304133,IDP000049078,04 Jan 2018,(PA) Penghapusan,2014/00757,20-Mar-14,9-Sep-13,28-Feb-12,"2011-051227 09 Mar 2011 JP
",H01M 4/50,"NISSAN MOTOR CO., LTD."
W00201302577,IDP000063015,30 Sep 2019,(PA) Diberi Paten,2014/00253,6-Feb-14,17-Feb-12,17-Feb-12,"2011-034097 21 Feb 2011 JP
","B60R 1/00,G06T 7/00,G08G 1/16","NISSAN MOTOR CO., LTD."
W00201200035,IDP000035309,30 Dec 2013,(PA) Pembatalan,2012/03346,26-Jul-12,4-Jan-12,6-Jul-10,"2009-159874 06 Jul 2009 JP
",B62D 43/00,"NISSAN MOTOR CO., LTD."
W00201304909,IDP000040633,24 Mar 2016,(PA) Diberi Paten,2014/04256,23-Oct-14,23-Oct-13,20-Feb-12,"2011-096948 25 Apr 2011 JP
","B60C 23/04,G01L 17/09","NISSAN MOTOR CO.,LTD."
W00201301330,,27 Mar 2013,(PA) Dianggap Ditarik Kembali (Formalitas),2014/04996,11-Dec-14,,-,"2011-099076 27 Apr 2011 JP
",F16D 41/08,"NISSAN MOTOR CO., LTD."
W00201301331,IDP000050814,30 Apr 2018,(PA) Diberi Paten,2014/01328,5-Jun-14,27-Mar-13,20-Feb-12,"2011-107744 13 May 2011 JP
","B60C 23/02,B60C 23/04,G01L 17/00,G08C 17/02","NISSAN MOTOR CO., LTD."
W00201304847,,18 Oct 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/02281,3-Jul-14,,-,"2011-085742 07 Apr 2011 JP
","B32B 37/16,H01M 10/04","NISSAN MOTOR CO., LTD."
W00201303494,IDP000041484,09 Jun 2016,(PA) Diberi Paten,2014/03885,9-Oct-14,26-Jul-13,16-Nov-11,"2010-290133 27 Dec 2010 JP
","B60L 11/18,G06F 17/50,H01M 10/44,H02J 7/02","NISSAN MOTOR CO., LTD."
W00201200281,IDP000035495,10 Feb 2014,(PA) Masa Tenggang Dihapuskan,2012/03406,26-Jul-12,20-Jan-12,13-Jul-10,"2010-088844 07 Apr 2010 JP
","B60Q 1/00,B60Q 1/32,B60R 1/06","NISSAN MOTOR CO., LTD"
W00201305982,IDP000049590,13 Feb 2018,(PA) Diberi Paten,2015/03647,21-Aug-15,20-Dec-13,23-May-12,"2011-118675 27 May 2011 JP
","B60L 11/18,B60L 5/00,B60M 7/00,H02J 17/00","NISSAN MOTOR CO., LTD."
W00201303568,IDP000055034,05 Dec 2018,(PA) Diberi Paten,2016/00428,12-Feb-16,31-Jul-13,21-Feb-12,"2011-106850 12 May 2011 JP
","F02P 13/00,H01T 13/08","NISSAN MOTOR CO., LTD."
W00201302085,IDP000052176,01 Aug 2018,(PA) Diberi Paten,2014/04423,6-Nov-14,15-May-13,30-Sep-11,"2010-235177 20 Oct 2010 JP
",B60T 8/00,"NISSAN MOTOR CO., LTD."
W00201305912,,18 Dec 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2015/00489,20-Feb-15,,-,"2011-116710 25 May 2011 JP
","C22C 45/00,C22C 45/10,H01M 4/38","NISSAN MOTOR CO., LTD."
W00201305913,,18 Dec 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2015/00268,5-Feb-15,,-,"2011-116536 25 May 2011 JP
","C22C 30/00,C22C 30/04,H01M 10/052,H01M 4/04,H01M 4/38","NISSAN MOTOR CO., LTD."
W00201301494,IDP000039281,19 Aug 2015,(PA) Diberi Paten,2014/00098,23-Jan-14,10-Apr-13,9-Aug-11,"2010-216384 28 Sep 2010 JP
",B60L 3/00,"NISSAN MOTOR CO., LTD."
W00201300568,IDP000054908,29 Nov 2018,(PA) Diberi Paten,2017/11439,13-Oct-17,8-Feb-13,29-Jun-11,"2010-157500 12 Jul 2010 JP
","B60R 16/02,F02N 11/08,F02N 15/00","NISSAN MOTOR CO., LTD."
W00201300569,IDP000040451,11 May 2016,(PA) Diberi Paten,2013/02301,27-Jun-13,8-Feb-13,29-Aug-11,"2010-213638 24 Sep 2010 JP
",B60K 15/00,"NISSAN MOTOR CO., LTD."
W00201304791,IDP000039492,18 Sep 2015,(PA) PAPS - Piutang Lunas,2014/02939,28-Aug-14,16-Oct-13,6-Apr-12,"2011-085725 07 Apr 2011 JP
",H01M 4/04,"NISSAN MOTOR CO., LTD."
W00201200632,IDP000035496,10 Feb 2014,(PA) Penghapusan,2012/01300,15-Mar-12,17-Feb-12,14-Jul-10,"2009-197734 28 Aug 2009 JP
",H01M 2/20,"NISSAN MOTOR CO., LTD."
W00201300009,IDP000041868,29 Jun 2016,(PA) Diberi Paten,2013/03355,26-Sep-13,2-Jan-13,6-Jun-11,"2010-130853 08 Jun 2010 JP
","B60J 5/00,E05B 17/00,E05B 65/20","NISSAN MOTOR CO., LTD."
W00201300035,IDP000055263,17 Dec 2018,(PA) Diberi Paten,2013/02227,27-Jun-13,4-Jan-13,29-Mar-11,"2010-129532 07 Jun 2010 JP
",B62D 25/20,"NISSAN MOTOR CO., LTD."
W00201305470,IDP000048481,09 Nov 2017,(PA) Diberi Paten,2015/03754,28-Aug-15,22-Nov-13,8-Feb-12,"2011-118665 27 May 2011 JP
",H04B 5/00,"NISSAN MOTOR CO., LTD."
W00201300074,IDP000040549,30 Mar 2016,(PA) Diberi Paten,2013/02303,27-Jun-13,7-Jan-13,8-Jun-11,"2010-131561 09 Jun 2010 JP
",B60H 1/00,"NISSAN MOTOR CO., LTD."
W00201300586,IDP000042423,01 Dec 2016,(PA) Diberi Paten,2013/03092,29-Aug-13,11-Feb-13,20-Jul-11,"2010-163747 21 Jul 2010 JP
","H01M 8/04,H01M 8/06,H01M 8/10,H01M 8/24","NISSAN MOTOR CO., LTD."
W00201204278,IDP000039306,24 Aug 2015,(PA) Diberi Paten,2013/00561,28-Feb-13,22-Oct-12,7-Mar-11,"2010-080737 31 Mar 2010 JP
",H02J 17/00,"NISSAN MOTOR CO., LTD."
W00201304189,,11 Sep 2013,(PA) Ditarik Kembali oleh Pemohon,2014/00770,20-Mar-14,,-,"2011-232879 24 Oct 2011 JP
",B60G 3/18,"NISSAN MOTOR CO., LTD."
W00201303489,,26 Jul 2013,(PA) Dianggap Ditarik Kembali (Direktur),2013/04503,28-Nov-13,,-,"2011-006651 17 Jan 2011 JP
",F16H 61/02,"NISSAN MOTOR CO., LTD."
W00201300036,IDP000057847,08 Apr 2019,(PA) Diberi Paten,2013/01988,27-Jun-13,4-Jan-13,23-May-11,"2010-130769 08 Jun 2010 JP
","B62D 25/20,H01M 2/10","NISSAN MOTOR CO., LTD."
W00201303715,,15 Aug 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/02325,17-Jul-14,,-,"2011-031005 16 Feb 2011 JP
","H01M 10/50,H01M 2/10","NISSAN MOTOR CO., LTD."
W00201305909,,18 Dec 2013,(PA) Ditarik Kembali oleh Pemohon,2015/00269,5-Feb-15,,-,"2011-116707 25 May 2011 JP
",H01M 4/38,"NISSAN MOTOR CO., LTD."
W00201304870,,21 Oct 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/02375,17-Jul-14,,-,"2011-085733 07 Apr 2011 JP
",H01M 10/04,"NISSAN MOTOR CO., LTD."
W00201304913,IDP000046557,20 Jun 2017,(PA) Diberi Paten,2015/05702,21-Dec-15,23-Oct-13,13-Feb-12,"2011-096732 25 Apr 2011 JP
","F02D 45/00,F02P 5/15","NISSAN MOTOR CO.,LTD."
W00201305007,,28 Oct 2013,(PA) Ditarik Kembali oleh Pemohon,2014/02473,17-Jul-14,,-,"2012-067823 23 Mar 2012 JP
","H01M 2/18,H01M 4/04",NISSAN MOTOR CO. LTD.
W00201300037,IDP000037918,24 Feb 2015,(PA) Diberi Paten,2013/03706,31-Oct-13,4-Jan-13,6-Jun-11,"2010-129558 07 Jun 2010 JP
","B60T 1/10,B60T 13/74","NISSAN MOTOR CO., LTD."
W00201204380,IDP000047918,20 Sep 2017,(PA) Diberi Paten,2013/00241,28-Feb-13,25-Oct-12,26-May-11,"2010-121145 27 May 2010 JP
",B60L 3/00,"NISSAN MOTOR CO., LTD."
W00201305006,,28 Oct 2013,(PA) Ditarik Kembali oleh Pemohon,2014/04844,27-Nov-14,,-,"2011-085758 07 Apr 2011 JP
",G01B 11/00,"NISSAN MOTOR CO., LTD."
W00201300749,IDP000038479,04 May 2015,(PA) Diberi Paten,2013/02636,25-Jul-13,4-Aug-11,4-Aug-11,"2010-199119 06 Sep 2010 JP
",F16C 35/00,"NISSAN MOTOR CO., LTD."
W00201305261,IDP000060035,21 Jun 2019,(PA) Diberi Paten,2014/04387,6-Nov-14,11-Nov-13,8-Mar-12,"2011-088727 13 Apr 2011 JP
","B60R 1/00,G06T 1/00,H04N 5/225,H04N 5/232","NISSAN MOTOR CO., LTD."
W00201300367,IDP000038920,29 Jun 2015,(PA) Diberi Paten,2014/01397,5-Jun-14,28-Jan-13,13-May-11,"2010-150044 30 Jun 2010 JP
","B60L 15/20,B60L 9/18,B60W 10/08,B60W 20/00","NISSAN MOTOR CO., LTD."
W00201305069,,30 Oct 2013,(PA) Ditarik Kembali oleh Pemohon,2014/02758,7-Aug-14,,-,"2011-085753 07 Apr 2011 JP
",H01M 2/18,"NISSAN MOTOR CO., LTD."
W00201305070,,30 Oct 2013,(PA) Ditarik Kembali oleh Pemohon,2014/02959,28-Aug-14,,-,"2011-085746 07 Apr 2011 JP
",H01M 10/04,"NISSAN MOTOR CO., LTD."
W00201305071,,30 Oct 2013,(PA) Ditarik Kembali oleh Pemohon,2014/03355,11-Sep-14,,-,"2011-135534 17 Jun 2011 JP
",F16H 61/08,"NISSAN MOTOR CO.,LTD."
W00201300103,,09 Jan 2013,(PA) Ditarik Kembali oleh Pemohon,2015/00592,27-Feb-15,,-,"2010-133535 11 Jun 2010 JP
","H01T 4/20,H02B 1/20","NISSAN MOTOR CO., LTD."
W00201300209,,16 Jan 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2013/03767,31-Oct-13,,-,"2010-138499 17 Jun 2010 JP
",G01M 3/32,"NISSAN MOTOR CO., LTD."
W00201305208,,08 Nov 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/03784,9-Oct-14,,-,"2011-092962 19 Apr 2011 JP
","H01L 21/336,H01L 27/04,H01L 29/78","NISSAN MOTOR CO., LTD."
W00201300673,,15 Feb 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2015/01297,2-Apr-15,,-,"2010-162738 20 Jul 2010 JP
",G01R 31/36,"NISSAN MOTOR CO., LTD."
W00201301140,,18 Mar 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/01813,19-Jun-14,,-,"2012-028462 13 Feb 2012 JP
","H01M 10/50,H05B 3/20","NISSAN MOTOR CO., LTD"
W00201300674,,15 Feb 2013,(PA) Dianggap Ditarik Kembali (Direktur),2013/04868,2-Jan-14,,-,"2010-172270 30 Jul 2010 JP
",H01M 2/26,"NISSAN MOTOR CO., LTD."
W00201305293,,13 Nov 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/02414,17-Jul-14,,-,"2011-104854 10 May 2011 JP
","B60R 16/02,H02G 3/16,H05K 7/08,H05K 7/12","NISSAN MOTOR CO., LTD."
W00201300750,,20 Feb 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/03879,9-Oct-14,,-,"2010-168984 28 Jul 2010 JP
",H01M 4/13,"NISSAN MOTOR CO., LTD"
W00201300258,,21 Jan 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2016/00769,26-Feb-16,,-,"2010-143880 24 Jun 2010 JP
","B23K 11/12,B23K 20/00,B23K 20/10,B23K 20/24","NISSAN MOTOR CO., LTD."
W00201300748,IDP000047711,07 Sep 2017,(PA) Diberi Paten,2013/02657,25-Jul-13,20-Feb-13,6-Sep-11,"2010-204542 13 Sep 2010 JP
",F16H 41/24,"NISSAN MOTOR CO., LTD."
W00201301051,IDP000054127,24 Oct 2018,(PA) Diberi Paten,2014/00510,20-Feb-14,11-Mar-13,23-May-12,"2011-118663 27 May 2011 JP
","H01F 38/14,H02J 17/00,H02J 7/00","NISSAN MOTOR CO., LTD."
W00201300631,IDP000038156,26 Mar 2015,(PA) PAPS - Piutang Lunas,2013/02277,27-Jun-13,13-Feb-13,11-Jul-11,"2010-161605 16 Jul 2010 JP
","H01M 4/13,H01M 10/42","NISSAN MOTOR CO., LTD."
W00201305259,IDP000041113,25 May 2016,(PA) Diberi Paten,2014/04328,6-Nov-14,11-Nov-13,20-Feb-12,"2011-090554 15 Apr 2011 JP
","B60C 23/04,G01L 17/00,G08C 17/00","NISSAN MOTOR CO.,LTD."
W00201305292,IDP000042225,12 Sep 2016,(PA) Diberi Paten,2014/04914,27-Nov-14,13-Nov-13,23-May-12,"2011-118678 27 May 2011 JP
","B60L 11/18,H02J 17/00,H02J 7/02","NISSAN MOTOR CO., LTD."
W00201300146,,11 Jan 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2013/02290,27-Jun-13,,-,"2010-135652 15 Jun 2010 JP
","B60K 26/02,F16D 48/02","NISSAN MOTOR CO., LTD."
W00201300147,,11 Jan 2013,(PA) Ditarik Kembali oleh Pemohon,2013/01874,30-May-13,,-,"2010-135653 15 Jun 2010 JP
","B60K 26/04,F02D 11/04,F02D 11/10","NISSAN MOTOR CO., LTD"
W00201305724,IDP000057023,08 Mar 2019,(PA) Diberi Paten,2015/00980,20-Mar-15,9-Dec-13,15-Feb-12,"2011-109145 16 May 2011 JP
",F02D 29/02,"NISSAN MOTOR CO., LTD."
W00201300632,,13 Feb 2013,(PA) Ditarik Kembali oleh Pemohon,2014/04854,27-Nov-14,,-,"2010-166858 26 Jul 2010 JP
","H01M 10/04,H01M 2/22,H01M 2/26,H01M 2/34","NISSAN MOTOR CO., LTD."
W00201305260,IDP000044929,02 Mar 2017,(PA) Diberi Paten,2014/03605,25-Sep-14,11-Nov-13,20-Feb-12,"2011-110001 17 May 2011 JP
",B60C 23/02,"NISSAN MOTOR CO., LTD."
W00201300366,IDP000045403,18 Apr 2017,(PA) Diberi Paten,2013/02656,25-Jul-13,28-Jan-13,13-May-11,"2010-150043 30 Jun 2010 JP
","B60L 1/00,B60L 15/00,B60L 7/00,B60L 9/18,B60W 10/08,B60W 20/00","NISSAN MOTOR CO., LTD."
W00201305118,IDP000040356,18 Jan 2016,(PA) Dihapuskan,2014/03829,9-Oct-14,1-Nov-13,6-Apr-12,"2011-085727 07 Apr 2011 JP
",H01M 4/04,"NISSAN MOTOR CO., LTD."
W00201300107,IDP000043368,07 Nov 2016,(PA) Diberi Paten,2013/03613,24-Oct-13,9-Jan-13,27-May-11,"2010-134040 11 Jun 2010 JP
","B60R 21/00,B62D 15/02,G06F 17/00","NISSAN MOTOR CO., LTD."
W00201301610,,17 Apr 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2013/04915,2-Jan-14,,-,"2011-208523 26 Sep 2011 JP
","H01M 10/44,H01M 2/10","NISSAN MOTOR CO., LTD."
W00201305161,IDP000041164,30 May 2016,(PA) Diberi Paten,2014/03587,25-Sep-14,6-Nov-13,20-Feb-12,"2011-108053 13 May 2011 JP
","B60C 23/02,B60C 23/04,G01L 17/00,G08C 17/02","NISSAN MOTOR CO.,LTD."
W00201305162,IDP000042662,23 Sep 2016,(PA) Diberi Paten,2014/04825,27-Nov-14,6-Nov-13,15-Mar-12,"2011-088122 12 Apr 2011 JP
","F02B 1/10,F02B 17/00","NISSAN MOTOR CO., LTD."
W00201305646,,04 Dec 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2014/04162,23-Oct-14,,-,"2011-107304 12 May 2011 JP
",C09D 163/00,"NISSAN MOTOR CO., LTD."
W00201305650,,04 Dec 2013,(PA) Ditarik Kembali oleh Pemohon,2015/03900,4-Sep-15,,-,"2011-200308 14 Sep 2011 JP
",H03K 17/16,"NISSAN MOTOR CO., LTD."
W00201300675,,15 Feb 2013,(PA) Dianggap Ditarik Kembali (Direktur),2013/02639,25-Jul-13,,-,"2010-166837 26 Jul 2010 JP
",B60K 15/077,"NISSAN MOTOR CO., LTD."
W00201300789,IDP000049148,24 Jan 2018,(PA) Diberi Paten,2013/02671,25-Jul-13,22-Feb-13,29-Jul-11,"2010-183645 19 Aug 2010 JP
",G06T 7/00,"NISSAN MOTOR CO., LTD."
W00201200137,IDP000052166,01 Aug 2018,(PA) Masa Tenggang Dihapuskan,2012/04293,25-Oct-12,11-Jan-12,12-Jul-10,"2009-169010 17 Jul 2009 JP
","B60K 1/04,H01M 2/10","NISSAN MOTOR CO., LTD."
W00201304561,,02 Oct 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2016/00858,7-Mar-16,,-,"2011-085795 07 Apr 2011 JP
",G01B 11/30,"NISSAN MOTOR CO., LTD."
W00201304562,IDP000044566,27 Feb 2017,(PA) Diberi Paten,2014/02642,7-Aug-14,2-Oct-13,15-Feb-12,"2011-138414 22 Jun 2011 JP
","B60T 7/12,F02M 35/10","NISSAN MOTOR CO., LTD."
W00201304608,,04 Oct 2013,(PA) Persetujuan Direktur untuk Ditarik Kembali,2016/00174,15-Jan-16,,-,"2011-085757 07 Apr 2011 JP
","H01M 10/04,H01M 2/18","NISSAN MOTOR CO., LTD."
W00201300815,,25 Feb 2013,(PA) Dianggap Ditarik Kembali (Formalitas),2013/02676,25-Jul-13,,-,"2010-197839 03 Sep 2010 JP
",H01M 10/052,"NISSAN MOTOR CO., LTD."
W00201300792,IDP000057848,08 Apr 2019,(PA) Diberi Paten,2015/00497,20-Feb-15,22-Feb-13,30-Aug-11,"2010-193519 31 Aug 2010 JP
","B23K 20/00,B23K 20/16","NISSAN MOTOR CO., LTD."
